Country code,Economy,Region,Income group,DB Year,Ease of doing business rank,Ease of doing business score (DB17-20 methodology),Rank-Starting a business,Score-Starting a business,Rank-Dealing with construction permits,Score-Dealing with construction permits (DB16-20 methodology),Rank-Getting electricity,Score-Getting electricity (DB16-20 methodology),Rank-Registering property,Score-Registering property (DB17-20 methodology),Rank-Getting credit,Score-Getting credit (DB15-20 methodology),Rank-Protecting minority investors,Score-Protecting minority investors (DB15-20 methodology),Rank-Paying taxes,Score-Paying taxes (DB17-20 methodology),Rank-Trading across borders,Score-Trading across borders (DB16-20 methodology),Rank-Enforcing contracts,Score-Enforcing contracts (DB17-20 methodology),Rank-Resolving insolvency,Score-Resolving insolvency
ALB,Albania,Europe & Central Asia,Upper middle income,2006,,,,67.24525,,,,,,,,,,,,,,,,,,65.29525000000001
ALB,Albania,Europe & Central Asia,Upper middle income,2005,,,,67.27738000000001,,,,,,,,,,,,,,,,,,64.35914000000001
ALB,Albania,Europe & Central Asia,Upper middle income,2004,,,,63.68135,,,,,,,,,,,,,,,,,,63.99257000000001
DZA,Algeria,Middle East & North Africa,Upper middle income,2020,157.0,48.59758,152.0,78.01386000000002,121.0,65.26224,102.0,72.13313000000002,165.0,44.268,181.0,10.0,179.0,20.0,158.0,53.851409999999994,172.0,38.428790000000006,113.0,54.78094,81.0,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2019,,48.49803000000001,,77.94755,,64.59323,,71.8819,,44.25908,,10.0,,20.0,,53.851409999999994,,38.428790000000006,,54.78094,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2018,,46.226859999999995,,77.86346999999999,,62.94321000000001,,62.019009999999994,,43.831100000000006,,10.0,,20.0,,53.851409999999994,,27.741999999999997,,54.78094,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2017,,46.109809999999996,,78.04054000000002,,62.97961000000001,,60.57680000000001,,43.831559999999996,,10.0,,20.0,,53.90924,,27.741999999999997,,54.78094,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2016,,44.2486,,76.58518000000002,,56.748059999999995,,57.55953,,43.83478,,10.0,,20.0,,45.998059999999995,,27.741999999999997,,54.78094,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2015,,,,74.56844000000002,,57.88107000000001,,57.48243000000001,,,,10.0,,20.0,,,,27.741999999999997,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2014,,,,73.61134000000001,,,,,,,,10.0,,20.0,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2013,,,,73.7381,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2012,,,,73.53066000000003,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2011,,,,73.18464,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2010,,,,73.49973,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2009,,,,73.32050000000002,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2008,,,,72.48159000000003,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2007,,,,72.39945999999999,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2006,,,,71.9633,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2005,,,,70.52955,,,,,,,,,,,,,,,,,,49.237429999999996
DZA,Algeria,Middle East & North Africa,Upper middle income,2004,,,,68.11368,,,,,,,,,,,,,,,,,,49.237429999999996
AGO,Angola,Sub-Saharan Africa,Lower middle income,2020,177.0,41.28838,146.0,79.40060000000003,120.0,65.32993,156.0,54.072759999999995,167.0,43.28172000000001,185.0,5.0,147.0,32.0,106.0,69.53697000000001,174.0,36.15152000000001,186.0,28.110280000000003,168.0,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2019,,41.20205,,79.04553,,64.99176999999999,,54.08511000000001,,43.09935,,5.0,,32.0,,69.53697000000001,,36.15152000000001,,28.110280000000003,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2018,,39.00774000000001,,78.61719000000002,,64.57157000000001,,44.082409999999996,,42.87274,,5.0,,32.0,,69.53970000000001,,25.28354,,28.110280000000003,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2017,,37.65132000000001,,79.66646,,61.983790000000006,,40.836079999999995,,42.64279000000001,,5.0,,32.0,,69.98066999999999,,17.21903,,27.18435,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2016,,37.573679999999996,,77.48142,,62.43230000000001,,42.62879,,42.88467000000001,,5.0,,32.0,,68.90621,,17.21903,,27.18435,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2015,,,,57.147459999999995,,62.28403000000001,,42.489790000000006,,,,5.0,,32.0,,,,17.21903,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2014,,,,55.626520000000006,,,,,,,,5.0,,32.0,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2013,,,,53.82357,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2012,,,,51.276579999999996,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2011,,,,46.45776,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2010,,,,52.04174,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2009,,,,45.70605000000001,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,,,,34.938320000000004,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2007,,,,33.46526,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2006,,,,31.838330000000006,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2005,,,,13.09489,,,,,,,,,,,,,,,,,,0.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2004,,,,13.09489,,,,,,,,,,,,,,,,,,0.0
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2020,113.0,60.28342000000001,130.0,82.58503,117.0,65.73645,50.0,83.53704,124.0,56.670910000000006,165.0,25.000000000000004,79.0,58.00000000000001,145.0,58.87984,112.0,68.72541000000001,36.0,68.11245000000001,132.0,35.58704
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2019,,59.85514000000001,,81.7462,,65.58686999999999,,80.38550000000002,,56.63235,,25.000000000000004,,58.00000000000001,,58.958070000000006,,68.72541000000001,,68.11245000000001,,35.40452000000001
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2018,,59.79669000000001,,81.69686999999999,,65.50013,,80.37011000000003,,56.60998000000001,,25.000000000000004,,58.00000000000001,,58.69059000000001,,68.72541000000001,,68.11245000000001,,35.261359999999996
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2017,,58.80632000000001,,81.67003000000003,,65.45291999999999,,80.36174000000003,,47.5069,,25.000000000000004,,58.00000000000001,,58.11099000000001,,68.72541000000001,,68.11245000000001,,35.12278000000001
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2016,,59.23927000000001,,81.65756,,65.43099000000001,,80.35785000000001,,55.75484,,25.000000000000004,,58.00000000000001,,58.11099000000001,,64.97040000000001,,68.11245000000001,,34.99763
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2015,,,,81.61784,,65.36115000000001,,80.34546,,,,25.000000000000004,,58.00000000000001,,,,64.97040000000001,,,,35.06007
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2014,,,,81.58518000000002,,,,,,,,25.000000000000004,,58.00000000000001,,,,,,,,34.951660000000004
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2013,,,,81.53428000000002,,,,,,,,,,,,,,,,,,34.558490000000006
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2012,,,,81.34808000000002,,,,,,,,,,,,,,,,,,34.438390000000005
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2011,,,,81.52524000000003,,,,,,,,,,,,,,,,,,35.36116000000001
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2010,,,,81.68207000000002,,,,,,,,,,,,,,,,,,34.72963
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2009,,,,81.44225,,,,,,,,,,,,,,,,,,34.72963
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2008,,,,81.41466000000001,,,,,,,,,,,,,,,,,,34.62239
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2007,,,,81.33312000000002,,,,,,,,,,,,,,,,,,33.479060000000004
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2006,,,,80.26456999999999,,,,,,,,,,,,,,,,,,33.479060000000004
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2005,,,,,,,,,,,,,,,,,,,,,,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2004,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America & Caribbean,Upper middle income,2020,126.0,58.96151,141.0,80.43345000000002,155.0,56.44015,111.0,70.03364,123.0,56.73293,104.0,50.00000000000001,61.0,62.00000000000001,170.0,49.34098,119.0,67.09272,97.0,57.508759999999995,111.0,40.03245
ARG,Argentina,Latin America & Caribbean,Upper middle income,2019,,58.18388,,81.99463,,49.26822000000001,,70.01656000000001,,56.73312000000001,,50.00000000000001,,62.00000000000001,,49.34098,,65.58496000000001,,55.656909999999996,,41.24337000000001
ARG,Argentina,Latin America & Caribbean,Upper middle income,2018,,57.31005,,73.55496000000002,,48.963409999999996,,70.00576000000001,,56.74853,,50.00000000000001,,62.00000000000001,,49.34098,,65.58496000000001,,55.656909999999996,,41.24497
ARG,Argentina,Latin America & Caribbean,Upper middle income,2017,,57.2443,,73.50675000000003,,49.18024000000001,,69.9821,,56.31812000000001,,50.00000000000001,,62.00000000000001,,47.50558,,65.58496000000001,,55.656909999999996,,42.70828
ARG,Argentina,Latin America & Caribbean,Upper middle income,2016,,56.73295,,73.28105000000002,,48.339009999999995,,70.00473000000001,,56.30582,,50.00000000000001,,62.00000000000001,,45.72815000000001,,63.07450000000001,,55.656909999999996,,42.93933000000001
ARG,Argentina,Latin America & Caribbean,Upper middle income,2015,,,,72.38826999999999,,47.14772000000001,,69.95227,,,,50.00000000000001,,62.00000000000001,,,,63.07450000000001,,,,44.89399
ARG,Argentina,Latin America & Caribbean,Upper middle income,2014,,,,71.59336,,,,,,,,50.00000000000001,,62.00000000000001,,,,,,,,45.90745
ARG,Argentina,Latin America & Caribbean,Upper middle income,2013,,,,72.57711,,,,,,,,,,,,,,,,,,45.89829
ARG,Argentina,Latin America & Caribbean,Upper middle income,2012,,,,72.18382000000003,,,,,,,,,,,,,,,,,,46.88944
ARG,Argentina,Latin America & Caribbean,Upper middle income,2011,,,,71.69677,,,,,,,,,,,,,,,,,,46.807559999999995
ARG,Argentina,Latin America & Caribbean,Upper middle income,2010,,,,72.09767000000002,,,,,,,,,,,,,,,,,,45.42537
ARG,Argentina,Latin America & Caribbean,Upper middle income,2009,,,,71.09508000000002,,,,,,,,,,,,,,,,,,45.42537
ARG,Argentina,Latin America & Caribbean,Upper middle income,2008,,,,72.37114000000003,,,,,,,,,,,,,,,,,,47.54911000000001
ARG,Argentina,Latin America & Caribbean,Upper middle income,2007,,,,71.96451,,,,,,,,,,,,,,,,,,48.39202
ARG,Argentina,Latin America & Caribbean,Upper middle income,2006,,,,71.71488000000002,,,,,,,,,,,,,,,,,,48.71049000000001
ARG,Argentina,Latin America & Caribbean,Upper middle income,2005,,,,72.40219,,,,,,,,,,,,,,,,,,44.28355000000001
ARG,Argentina,Latin America & Caribbean,Upper middle income,2004,,,,63.749669999999995,,,,,,,,,,,,,,,,,,42.05853000000001
ARM,Armenia,Europe & Central Asia,Upper middle income,2020,47.0,74.49401,10.0,96.08549,62.0,73.05354000000001,30.0,87.67182000000003,13.0,88.59249000000001,48.0,70.0,120.0,42.0,52.0,81.54948,43.0,91.72721999999999,30.0,69.70613,95.0,44.55390000000001
ARM,Armenia,Europe & Central Asia,Upper middle income,2019,,73.19187000000002,,96.08176,,67.98643,,90.78851999999999,,88.62198000000002,,70.0,,40.0,,73.96307,,90.78383,,69.70613,,43.986979999999996
ARM,Armenia,Europe & Central Asia,Upper middle income,2018,,71.49433,,94.34796999999999,,67.77198,,84.78374000000002,,87.75886000000001,,70.0,,38.0,,72.48638000000003,,90.78383,,66.00242,,43.008100000000006
ARM,Armenia,Europe & Central Asia,Upper middle income,2017,,70.63154,,94.34602,,67.73689,,79.41708000000001,,87.37571000000001,,70.0,,38.0,,72.48638000000003,,88.01725,,66.00242,,42.93365
ARM,Armenia,Europe & Central Asia,Upper middle income,2016,,69.1418,,94.3362,,67.48848000000001,,76.27027000000002,,87.35459,,60.00000000000001,,38.0,,72.48638000000003,,88.01725,,64.15057,,43.31429000000001
ARM,Armenia,Europe & Central Asia,Upper middle income,2015,,,,94.32888,,63.64888000000001,,71.68881,,,,60.00000000000001,,38.0,,,,83.31685999999999,,,,43.45082
ARM,Armenia,Europe & Central Asia,Upper middle income,2014,,,,94.32015,,,,,,,,60.00000000000001,,38.0,,,,,,,,43.04865
ARM,Armenia,Europe & Central Asia,Upper middle income,2013,,,,93.39107,,,,,,,,,,,,,,,,,,42.88159
ARM,Armenia,Europe & Central Asia,Upper middle income,2012,,,,93.34727,,,,,,,,,,,,,,,,,,42.453559999999996
ARM,Armenia,Europe & Central Asia,Upper middle income,2011,,,,88.86939000000002,,,,,,,,,,,,,,,,,,42.58272
ARM,Armenia,Europe & Central Asia,Upper middle income,2010,,,,88.92529,,,,,,,,,,,,,,,,,,43.14764
ARM,Armenia,Europe & Central Asia,Upper middle income,2009,,,,83.49940000000002,,,,,,,,,,,,,,,,,,43.14764
ARM,Armenia,Europe & Central Asia,Upper middle income,2008,,,,83.29563,,,,,,,,,,,,,,,,,,43.11940000000001
ARM,Armenia,Europe & Central Asia,Upper middle income,2007,,,,83.23899,,,,,,,,,,,,,,,,,,39.96973000000001
ARM,Armenia,Europe & Central Asia,Upper middle income,2006,,,,81.34965000000003,,,,,,,,,,,,,,,,,,39.482479999999995
ARM,Armenia,Europe & Central Asia,Upper middle income,2005,,,,81.21453000000002,,,,,,,,,,,,,,,,,,38.81935
ARM,Armenia,Europe & Central Asia,Upper middle income,2004,,,,80.97811999999999,,,,,,,,,,,,,,,,,,38.83376000000001
AUS,Australia,High income: OECD,High income,2020,14.0,81.21506000000002,7.0,96.59675,11.0,84.74293,62.0,82.30874,42.0,75.66391,4.0,95.0,57.0,64.0,28.0,85.67368,106.0,70.30122,6.0,79.00404,20.0,78.8593
AUS,Australia,High income: OECD,High income,2019,,80.70551999999999,,96.47005,,84.59173000000001,,82.30756000000002,,75.86993000000002,,90.00000000000001,,64.0,,85.64147000000001,,70.30122,,79.00404,,78.86916000000002
AUS,Australia,High income: OECD,High income,2018,,80.76007000000001,,96.46932,,84.39049000000001,,82.30764,,76.3735,,90.00000000000001,,64.0,,85.61609000000001,,70.64752,,79.00404,,78.79213
AUS,Australia,High income: OECD,High income,2017,,80.22369,,96.46901,,84.38268000000002,,82.30700999999999,,74.22383,,90.00000000000001,,64.0,,85.60083,,70.64752,,79.00404,,75.60191999999999
AUS,Australia,High income: OECD,High income,2016,,80.38389000000002,,96.46956,,86.12527,,82.30844,,74.24430000000002,,90.00000000000001,,64.0,,85.59478,,70.64752,,79.00404,,75.44494
AUS,Australia,High income: OECD,High income,2015,,,,96.46738,,86.11946,,82.3075,,,,90.00000000000001,,64.0,,,,70.81558000000003,,,,75.34963
AUS,Australia,High income: OECD,High income,2014,,,,96.47055,,,,,,,,90.00000000000001,,64.0,,,,,,,,75.02148000000003
AUS,Australia,High income: OECD,High income,2013,,,,96.47237,,,,,,,,,,,,,,,,,,74.71169
AUS,Australia,High income: OECD,High income,2012,,,,96.47074,,,,,,,,,,,,,,,,,,74.73894
AUS,Australia,High income: OECD,High income,2011,,,,96.4669,,,,,,,,,,,,,,,,,,75.28699999999999
AUS,Australia,High income: OECD,High income,2010,,,,96.45734,,,,,,,,,,,,,,,,,,73.68275000000001
AUS,Australia,High income: OECD,High income,2009,,,,96.45125,,,,,,,,,,,,,,,,,,73.68275000000001
AUS,Australia,High income: OECD,High income,2008,,,,96.32599,,,,,,,,,,,,,,,,,,73.87589000000001
AUS,Australia,High income: OECD,High income,2007,,,,96.20175,,,,,,,,,,,,,,,,,,74.16892
AUS,Australia,High income: OECD,High income,2006,,,,96.18898,,,,,,,,,,,,,,,,,,74.26749000000002
AUS,Australia,High income: OECD,High income,2005,,,,96.17430999999999,,,,,,,,,,,,,,,,,,74.44209000000002
AUS,Australia,High income: OECD,High income,2004,,,,96.18179,,,,,,,,,,,,,,,,,,74.46601000000003
AUT,Austria,High income: OECD,High income,2020,27.0,78.74549,127.0,83.24964000000001,49.0,75.12558,29.0,87.73331,31.0,79.9756,94.0,55.00000000000001,37.0,70.0,44.0,83.49503,1.0,100.0,10.0,75.4859,22.0,77.38980000000002
AUT,Austria,High income: OECD,High income,2019,,78.73995000000002,,83.20737000000003,,75.0796,,87.72473000000002,,79.97478000000002,,55.00000000000001,,70.0,,83.45349,,100.0,,75.4859,,77.47361000000002
AUT,Austria,High income: OECD,High income,2018,,78.70694,,83.13356999999999,,74.99933,,87.70976,,79.97358000000001,,55.00000000000001,,70.0,,83.34136000000002,,100.0,,75.4859,,77.42594000000003
AUT,Austria,High income: OECD,High income,2017,,78.85646000000001,,83.09883,,74.96153000000002,,87.70271000000002,,79.97292,,55.00000000000001,,70.0,,83.41098000000002,,100.0,,75.4859,,78.9317
AUT,Austria,High income: OECD,High income,2016,,78.81665000000002,,82.81645,,74.92768000000002,,87.69639000000002,,79.97232000000002,,55.00000000000001,,70.0,,83.38235999999999,,100.0,,75.4859,,78.88537000000002
AUT,Austria,High income: OECD,High income,2015,,,,82.75814000000003,,74.86425000000001,,87.68456,,,,55.00000000000001,,70.0,,,,100.0,,,,78.83819000000003
AUT,Austria,High income: OECD,High income,2014,,,,79.96786999999999,,,,,,,,55.00000000000001,,70.0,,,,,,,,78.69816
AUT,Austria,High income: OECD,High income,2013,,,,79.86978,,,,,,,,,,,,,,,,,,79.21834000000001
AUT,Austria,High income: OECD,High income,2012,,,,79.64704,,,,,,,,,,,,,,,,,,73.51957
AUT,Austria,High income: OECD,High income,2011,,,,79.58645000000001,,,,,,,,,,,,,,,,,,73.71049000000002
AUT,Austria,High income: OECD,High income,2010,,,,79.66727,,,,,,,,,,,,,,,,,,72.84883
AUT,Austria,High income: OECD,High income,2009,,,,79.60526999999999,,,,,,,,,,,,,,,,,,72.84883
AUT,Austria,High income: OECD,High income,2008,,,,79.41000000000003,,,,,,,,,,,,,,,,,,73.35847000000003
AUT,Austria,High income: OECD,High income,2007,,,,79.13136999999999,,,,,,,,,,,,,,,,,,74.03963
AUT,Austria,High income: OECD,High income,2006,,,,78.98898000000001,,,,,,,,,,,,,,,,,,73.8292
AUT,Austria,High income: OECD,High income,2005,,,,78.79946000000002,,,,,,,,,,,,,,,,,,73.37035
AUT,Austria,High income: OECD,High income,2004,,,,78.68298,,,,,,,,,,,,,,,,,,73.7262
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2020,34.0,76.70888000000002,9.0,96.15716,59.0,73.35785,80.0,77.32033000000001,44.0,75.35658000000002,1.0,100.0,105.0,50.00000000000001,40.0,84.01923000000002,83.0,77.04366,28.0,70.29273,47.0,63.541309999999996
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2019,,73.5854,,96.13986,,73.10547000000003,,77.27496000000002,,72.18853,,80.0,,46.00000000000001,,84.6477,,77.04366,,65.6631,,63.79075
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2018,,66.82696,,96.11055,,60.483999999999995,,69.2975,,69.10372000000001,,40.0,,46.00000000000001,,84.21396,,75.12191,,65.6631,,62.27485000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2017,,64.25089,,96.0683,,60.11710000000001,,67.95064,,67.58281000000001,,40.0,,46.00000000000001,,84.21396,,75.12191,,63.81124000000001,,41.64292
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2016,,65.44810000000001,,96.08935,,59.992700000000006,,67.2256,,82.98534000000002,,40.0,,46.00000000000001,,83.77533000000003,,73.04694,,63.81124000000001,,41.55453000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2015,,,,93.93885999999999,,59.50100000000001,,66.12863,,,,40.0,,40.0,,,,73.04694,,,,41.460800000000006
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2014,,,,95.29643,,,,,,,,40.0,,40.0,,,,,,,,41.42386000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2013,,,,90.47176,,,,,,,,,,,,,,,,,,41.2531
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2012,,,,90.42925,,,,,,,,,,,,,,,,,,40.88077000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2011,,,,90.37905,,,,,,,,,,,,,,,,,,40.54964
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2010,,,,89.89613000000001,,,,,,,,,,,,,,,,,,41.03979
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2009,,,,89.72100999999999,,,,,,,,,,,,,,,,,,41.03979
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2008,,,,74.03768000000002,,,,,,,,,,,,,,,,,,41.57888000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2007,,,,68.50135,,,,,,,,,,,,,,,,,,41.96660000000001
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2006,,,,55.81118000000001,,,,,,,,,,,,,,,,,,42.14649
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2005,,,,55.54908,,,,,,,,,,,,,,,,,,42.220279999999995
